split_layer,drop_rate,sigma,accuracy
24,0.57,0.0,0.503
24,0.76,0.0,0.273
24,0.95,0.0,0.021
24,0.0,0.3,0.702
24,0.19,0.3,0.6706666666666666
24,0.38,0.3,0.597
24,0.57,0.3,0.41733333333333333
24,0.76,0.3,0.164
24,0.95,0.3,0.006666666666666667
24,0.0,0.4214,0.7003333333333334
24,0.19,0.4214,0.6716666666666667
24,0.38,0.4214,0.5990000000000001
24,0.57,0.4214,0.411
24,0.76,0.4214,0.15833333333333333
24,0.95,0.4214,0.006333333333333334
24,0.0,0.5429,0.703
24,0.19,0.5429,0.6663333333333333
24,0.38,0.5429,0.5853333333333334
24,0.57,0.5429,0.3986666666666667
24,0.76,0.5429,0.14833333333333332
24,0.95,0.5429,0.006666666666666667
24,0.0,0.6643,0.7026666666666666
24,0.19,0.6643,0.6646666666666666
24,0.38,0.6643,0.5830000000000001
24,0.57,0.6643,0.39200000000000007
24,0.76,0.6643,0.133
24,0.95,0.6643,0.006333333333333334
24,0.0,0.7857,0.705
24,0.19,0.7857,0.6586666666666666
24,0.38,0.7857,0.5763333333333333
24,0.57,0.7857,0.38066666666666665
24,0.76,0.7857,0.12
24,0.95,0.7857,0.007
24,0.0,0.9071,0.6996666666666668
24,0.19,0.9071,0.653
24,0.38,0.9071,0.5633333333333334
24,0.57,0.9071,0.369
24,0.76,0.9071,0.11133333333333334
24,0.95,0.9071,0.006000000000000001
24,0.0,1.0286,0.6943333333333332
24,0.19,1.0286,0.6506666666666666
24,0.38,1.0286,0.5523333333333333
24,0.57,1.0286,0.357
24,0.76,1.0286,0.09800000000000002
24,0.95,1.0286,0.006666666666666667
24,0.0,1.15,0.695
24,0.19,1.15,0.642
24,0.38,1.15,0.539
24,0.57,1.15,0.3423333333333334
24,0.76,1.15,0.09200000000000001
24,0.95,1.15,0.005666666666666667
24,0.0,1.2714,0.6856666666666666
24,0.19,1.2714,0.6366666666666667
24,0.38,1.2714,0.5216666666666667
24,0.57,1.2714,0.3196666666666667
24,0.76,1.2714,0.082
24,0.95,1.2714,0.006000000000000001
24,0.0,1.3929,0.6853333333333333
24,0.19,1.3929,0.6246666666666667
24,0.38,1.3929,0.511
24,0.57,1.3929,0.29666666666666663
24,0.76,1.3929,0.07
24,0.95,1.3929,0.005333333333333333
24,0.0,1.5143,0.6763333333333333
24,0.19,1.5143,0.6103333333333333
24,0.38,1.5143,0.48533333333333334
24,0.57,1.5143,0.26466666666666666
24,0.76,1.5143,0.06066666666666667
24,0.95,1.5143,0.005666666666666667
24,0.0,1.6357,0.669
24,0.19,1.6357,0.598
24,0.38,1.6357,0.467
24,0.57,1.6357,0.24366666666666667
24,0.76,1.6357,0.052
24,0.95,1.6357,0.005
24,0.0,1.7571,0.6633333333333334
24,0.19,1.7571,0.583
24,0.38,1.7571,0.4443333333333333
24,0.57,1.7571,0.21933333333333335
24,0.76,1.7571,0.04633333333333334
24,0.95,1.7571,0.005333333333333333
24,0.0,1.8786,0.6596666666666667
24,0.19,1.8786,0.56
24,0.38,1.8786,0.422
24,0.57,1.8786,0.19533333333333336
24,0.76,1.8786,0.03766666666666667
24,0.95,1.8786,0.005333333333333333
24,0.0,2.0,0.634
24,0.19,2.0,0.5459999999999999
24,0.38,2.0,0.393
24,0.57,2.0,0.17
24,0.76,2.0,0.03133333333333333
24,0.95,2.0,0.005
25,0.0,0.0,0.703
25,0.19,0.0,0.659
25,0.38,0.0,0.595
25,0.57,0.0,0.478
25,0.76,0.0,0.288
25,0.95,0.0,0.015
25,0.0,0.3,0.5556666666666668
25,0.19,0.3,0.4686666666666666
25,0.38,0.3,0.329
25,0.57,0.3,0.17666666666666667
25,0.76,0.3,0.04633333333333334
25,0.95,0.3,0.0033333333333333335
25,0.0,0.4214,0.4956666666666667
25,0.19,0.4214,0.419
25,0.38,0.4214,0.28833333333333333
25,0.57,0.4214,0.15233333333333332
25,0.76,0.4214,0.042
25,0.95,0.4214,0.0030000000000000005
25,0.0,0.5429,0.42733333333333334
25,0.19,0.5429,0.345
25,0.38,0.5429,0.22
25,0.57,0.5429,0.11766666666666666
25,0.76,0.5429,0.035666666666666666
25,0.95,0.5429,0.0030000000000000005
25,0.0,0.6643,0.3253333333333333
25,0.19,0.6643,0.25466666666666665
25,0.38,0.6643,0.16233333333333333
25,0.57,0.6643,0.084
25,0.76,0.6643,0.030666666666666665
25,0.95,0.6643,0.002
25,0.0,0.7857,0.20933333333333334
25,0.19,0.7857,0.1743333333333333
25,0.38,0.7857,0.10566666666666667
25,0.57,0.7857,0.06066666666666667
25,0.76,0.7857,0.02266666666666667
25,0.95,0.7857,0.0013333333333333333
25,0.0,0.9071,0.11666666666666665
25,0.19,0.9071,0.105
25,0.38,0.9071,0.066
25,0.57,0.9071,0.039
25,0.76,0.9071,0.019
25,0.95,0.9071,0.0013333333333333333
25,0.0,1.0286,0.07233333333333335
25,0.19,1.0286,0.05666666666666667
25,0.38,1.0286,0.043000000000000003
25,0.57,1.0286,0.028
25,0.76,1.0286,0.013333333333333334
25,0.95,1.0286,0.0016666666666666668
25,0.0,1.15,0.036000000000000004
25,0.19,1.15,0.03266666666666667
25,0.38,1.15,0.027333333333333334
25,0.57,1.15,0.017333333333333336
25,0.76,1.15,0.012333333333333333
25,0.95,1.15,0.0023333333333333335
25,0.0,1.2714,0.018666666666666668
25,0.19,1.2714,0.015
25,0.38,1.2714,0.017666666666666667
25,0.57,1.2714,0.014666666666666666
25,0.76,1.2714,0.008333333333333333
25,0.95,1.2714,0.0026666666666666666
25,0.0,1.3929,0.009333333333333332
25,0.19,1.3929,0.008666666666666666
25,0.38,1.3929,0.011333333333333334
25,0.57,1.3929,0.013666666666666667
25,0.76,1.3929,0.008666666666666668
25,0.95,1.3929,0.0026666666666666666
25,0.0,1.5143,0.005999999999999999
25,0.19,1.5143,0.005666666666666667
25,0.38,1.5143,0.01
25,0.57,1.5143,0.011333333333333334
25,0.76,1.5143,0.008
25,0.95,1.5143,0.0023333333333333335
25,0.0,1.6357,0.0030000000000000005
25,0.19,1.6357,0.0033333333333333335
25,0.38,1.6357,0.007666666666666666
25,0.57,1.6357,0.006333333333333334
25,0.76,1.6357,0.007333333333333333
25,0.95,1.6357,0.0033333333333333335
25,0.0,1.7571,0.001
25,0.19,1.7571,0.0023333333333333335
25,0.38,1.7571,0.005333333333333333
25,0.57,1.7571,0.005333333333333333
25,0.76,1.7571,0.006333333333333334
25,0.95,1.7571,0.0033333333333333335
25,0.0,1.8786,0.0006666666666666666
25,0.19,1.8786,0.0016666666666666668
25,0.38,1.8786,0.004
25,0.57,1.8786,0.004333333333333334
25,0.76,1.8786,0.006000000000000001
25,0.95,1.8786,0.0023333333333333335
25,0.0,2.0,0.0006666666666666666
25,0.19,2.0,0.001
25,0.38,2.0,0.0033333333333333335
25,0.57,2.0,0.0033333333333333335
25,0.76,2.0,0.006666666666666667
25,0.95,2.0,0.0013333333333333333
26,0.0,0.0,0.703
26,0.19,0.0,0.659
26,0.38,0.0,0.595
26,0.57,0.0,0.478
26,0.76,0.0,0.288
26,0.95,0.0,0.015
26,0.0,0.3,0.6813333333333335
26,0.19,0.3,0.6226666666666666
26,0.38,0.3,0.49433333333333335
26,0.57,0.3,0.35333333333333333
26,0.76,0.3,0.16333333333333333
26,0.95,0.3,0.014
26,0.0,0.4214,0.6486666666666667
26,0.19,0.4214,0.575
26,0.38,0.4214,0.446
26,0.57,0.4214,0.30233333333333334
26,0.76,0.4214,0.13333333333333333
26,0.95,0.4214,0.012666666666666668
26,0.0,0.5429,0.5986666666666666
26,0.19,0.5429,0.519
26,0.38,0.5429,0.38633333333333336
26,0.57,0.5429,0.244
26,0.76,0.5429,0.104
26,0.95,0.5429,0.009666666666666665
26,0.0,0.6643,0.5273333333333334
26,0.19,0.6643,0.4386666666666667
26,0.38,0.6643,0.313
26,0.57,0.6643,0.19733333333333336
26,0.76,0.6643,0.08733333333333333
26,0.95,0.6643,0.008
26,0.0,0.7857,0.42
26,0.19,0.7857,0.359
26,0.38,0.7857,0.254
26,0.57,0.7857,0.16333333333333333
26,0.76,0.7857,0.07033333333333334
26,0.95,0.7857,0.007666666666666666
26,0.0,0.9071,0.31466666666666665
26,0.19,0.9071,0.27999999999999997
26,0.38,0.9071,0.19866666666666669
26,0.57,0.9071,0.132
26,0.76,0.9071,0.058
26,0.95,0.9071,0.006666666666666667
26,0.0,1.0286,0.23199999999999998
26,0.19,1.0286,0.20033333333333334
26,0.38,1.0286,0.151
26,0.57,1.0286,0.109
26,0.76,1.0286,0.043666666666666666
26,0.95,1.0286,0.005333333333333333
26,0.0,1.15,0.159
26,0.19,1.15,0.1386666666666667
26,0.38,1.15,0.11766666666666666
26,0.57,1.15,0.084
26,0.76,1.15,0.03566666666666667
26,0.95,1.15,0.004666666666666667
26,0.0,1.2714,0.11033333333333334
26,0.19,1.2714,0.09733333333333334
26,0.38,1.2714,0.08833333333333333
26,0.57,1.2714,0.065
26,0.76,1.2714,0.027333333333333334
26,0.95,1.2714,0.004333333333333334
26,0.0,1.3929,0.072
26,0.19,1.3929,0.07166666666666667
26,0.38,1.3929,0.06366666666666666
26,0.57,1.3929,0.049666666666666665
26,0.76,1.3929,0.022333333333333334
26,0.95,1.3929,0.0030000000000000005
26,0.0,1.5143,0.051333333333333335
26,0.19,1.5143,0.054
26,0.38,1.5143,0.04466666666666667
26,0.57,1.5143,0.03366666666666667
26,0.76,1.5143,0.019
26,0.95,1.5143,0.0016666666666666668
26,0.0,1.6357,0.03
26,0.19,1.6357,0.036666666666666674
26,0.38,1.6357,0.03233333333333333
26,0.57,1.6357,0.028666666666666663
26,0.76,1.6357,0.018000000000000002
26,0.95,1.6357,0.0013333333333333333
26,0.0,1.7571,0.021
26,0.19,1.7571,0.028333333333333335
26,0.38,1.7571,0.02466666666666667
26,0.57,1.7571,0.02033333333333333
26,0.76,1.7571,0.016666666666666666
26,0.95,1.7571,0.001
26,0.0,1.8786,0.013666666666666667
26,0.19,1.8786,0.02033333333333333
26,0.38,1.8786,0.018666666666666665
26,0.57,1.8786,0.017333333333333333
26,0.76,1.8786,0.01333333333333333
26,0.95,1.8786,0.001
26,0.0,2.0,0.007666666666666666
26,0.19,2.0,0.012666666666666666
26,0.38,2.0,0.014666666666666666
26,0.57,2.0,0.012000000000000002
26,0.76,2.0,0.010666666666666666
26,0.95,2.0,0.001
27,0.0,0.0,0.703
27,0.19,0.0,0.659
27,0.38,0.0,0.595
27,0.57,0.0,0.478
27,0.76,0.0,0.288
27,0.95,0.0,0.015
27,0.0,0.3,0.7043333333333334
27,0.19,0.3,0.6603333333333333
27,0.38,0.3,0.5843333333333333
27,0.57,0.3,0.4486666666666667
27,0.76,0.3,0.22233333333333336
27,0.95,0.3,0.008666666666666668
27,0.0,0.4214,0.7036666666666666
27,0.19,0.4214,0.663
27,0.38,0.4214,0.5833333333333334
27,0.57,0.4214,0.4446666666666667
27,0.76,0.4214,0.22033333333333335
27,0.95,0.4214,0.010333333333333332
27,0.0,0.5429,0.7083333333333334
27,0.19,0.5429,0.657
27,0.38,0.5429,0.5753333333333333
27,0.57,0.5429,0.4323333333333333
27,0.76,0.5429,0.21133333333333335
27,0.95,0.5429,0.008333333333333333
27,0.0,0.6643,0.6993333333333333
27,0.19,0.6643,0.6496666666666667
27,0.38,0.6643,0.5696666666666667
27,0.57,0.6643,0.42533333333333334
27,0.76,0.6643,0.19733333333333336
27,0.95,0.6643,0.009000000000000001
27,0.0,0.7857,0.701
27,0.19,0.7857,0.645
27,0.38,0.7857,0.5666666666666667
27,0.57,0.7857,0.4183333333333333
27,0.76,0.7857,0.19366666666666665
27,0.95,0.7857,0.007
27,0.0,0.9071,0.6960000000000001
27,0.19,0.9071,0.6473333333333334
27,0.38,0.9071,0.5553333333333333
27,0.57,0.9071,0.403
27,0.76,0.9071,0.18266666666666667
27,0.95,0.9071,0.009666666666666665
27,0.0,1.0286,0.6923333333333334
27,0.19,1.0286,0.6386666666666667
27,0.38,1.0286,0.5496666666666667
27,0.57,1.0286,0.39599999999999996
27,0.76,1.0286,0.16933333333333334
27,0.95,1.0286,0.009333333333333332
27,0.0,1.15,0.684
27,0.19,1.15,0.6403333333333333
27,0.38,1.15,0.551
27,0.57,1.15,0.39166666666666666
27,0.76,1.15,0.16533333333333333
27,0.95,1.15,0.008
27,0.0,1.2714,0.6749999999999999
27,0.19,1.2714,0.633
27,0.38,1.2714,0.5326666666666666
27,0.57,1.2714,0.36966666666666664
27,0.76,1.2714,0.15333333333333332
27,0.95,1.2714,0.009000000000000001
27,0.0,1.3929,0.6750000000000002
27,0.19,1.3929,0.6273333333333334
27,0.38,1.3929,0.5203333333333334
27,0.57,1.3929,0.35766666666666663
27,0.76,1.3929,0.14300000000000002
27,0.95,1.3929,0.010333333333333333
27,0.0,1.5143,0.6693333333333333
27,0.19,1.5143,0.6206666666666666
27,0.38,1.5143,0.513
27,0.57,1.5143,0.3423333333333334
27,0.76,1.5143,0.132
27,0.95,1.5143,0.008666666666666668
27,0.0,1.6357,0.6663333333333333
27,0.19,1.6357,0.6116666666666667
27,0.38,1.6357,0.49866666666666665
27,0.57,1.6357,0.326
27,0.76,1.6357,0.123
27,0.95,1.6357,0.009333333333333332
27,0.0,1.7571,0.6606666666666667
27,0.19,1.7571,0.5966666666666667
27,0.38,1.7571,0.48466666666666663
27,0.57,1.7571,0.311
27,0.76,1.7571,0.11
27,0.95,1.7571,0.008666666666666668
27,0.0,1.8786,0.6469999999999999
27,0.19,1.8786,0.5933333333333333
27,0.38,1.8786,0.46799999999999997
27,0.57,1.8786,0.28700000000000003
27,0.76,1.8786,0.10533333333333333
27,0.95,1.8786,0.009666666666666665
27,0.0,2.0,0.6393333333333334
27,0.19,2.0,0.5736666666666667
27,0.38,2.0,0.4626666666666667
27,0.57,2.0,0.2846666666666666
27,0.76,2.0,0.09566666666666668
27,0.95,2.0,0.008666666666666668
28,0.0,0.0,0.703
28,0.19,0.0,0.665
28,0.38,0.0,0.596
28,0.57,0.0,0.455
28,0.76,0.0,0.217
28,0.95,0.0,0.02
28,0.0,0.3,0.6113333333333334
28,0.19,0.3,0.5066666666666667
28,0.38,0.3,0.39333333333333337
28,0.57,0.3,0.19266666666666668
28,0.76,0.3,0.059666666666666666
28,0.95,0.3,0.005333333333333333
28,0.0,0.4214,0.5953333333333334
28,0.19,0.4214,0.49533333333333335
28,0.38,0.4214,0.38066666666666665
28,0.57,0.4214,0.18433333333333332
28,0.76,0.4214,0.058666666666666666
28,0.95,0.4214,0.006000000000000001
28,0.0,0.5429,0.5776666666666666
28,0.19,0.5429,0.47733333333333333
28,0.38,0.5429,0.367
28,0.57,0.5429,0.16966666666666666
28,0.76,0.5429,0.05333333333333334
28,0.95,0.5429,0.006000000000000001
28,0.0,0.6643,0.5533333333333333
28,0.19,0.6643,0.443
28,0.38,0.6643,0.33866666666666667
28,0.57,0.6643,0.15933333333333333
28,0.76,0.6643,0.05266666666666667
28,0.95,0.6643,0.005333333333333333
28,0.0,0.7857,0.5196666666666667
28,0.19,0.7857,0.412
28,0.38,0.7857,0.3153333333333333
28,0.57,0.7857,0.14500000000000002
28,0.76,0.7857,0.04766666666666667
28,0.95,0.7857,0.005333333333333333
28,0.0,0.9071,0.4683333333333333
28,0.19,0.9071,0.375
28,0.38,0.9071,0.28099999999999997
28,0.57,0.9071,0.124
28,0.76,0.9071,0.041666666666666664
28,0.95,0.9071,0.005666666666666667
28,0.0,1.0286,0.4066666666666667
28,0.19,1.0286,0.32233333333333336
28,0.38,1.0286,0.25433333333333336
28,0.57,1.0286,0.10966666666666668
28,0.76,1.0286,0.037
28,0.95,1.0286,0.005
28,0.0,1.15,0.35333333333333333
28,0.19,1.15,0.2816666666666667
28,0.38,1.15,0.2316666666666667
28,0.57,1.15,0.09600000000000002
28,0.76,1.15,0.034333333333333334
28,0.95,1.15,0.005333333333333333
28,0.0,1.2714,0.288
28,0.19,1.2714,0.24033333333333332
28,0.38,1.2714,0.19166666666666665
28,0.57,1.2714,0.082
28,0.76,1.2714,0.025666666666666667
28,0.95,1.2714,0.005
28,0.0,1.3929,0.229
28,0.19,1.3929,0.18533333333333335
28,0.38,1.3929,0.159
28,0.57,1.3929,0.07333333333333333
28,0.76,1.3929,0.025000000000000005
28,0.95,1.3929,0.005666666666666667
28,0.0,1.5143,0.16133333333333333
28,0.19,1.5143,0.159
28,0.38,1.5143,0.13366666666666668
28,0.57,1.5143,0.06
28,0.76,1.5143,0.02033333333333333
28,0.95,1.5143,0.005666666666666667
28,0.0,1.6357,0.12033333333333333
28,0.19,1.6357,0.12366666666666666
28,0.38,1.6357,0.115
28,0.57,1.6357,0.04700000000000001
28,0.76,1.6357,0.018000000000000002
28,0.95,1.6357,0.005333333333333333
28,0.0,1.7571,0.09066666666666667
28,0.19,1.7571,0.09566666666666668
28,0.38,1.7571,0.09433333333333334
28,0.57,1.7571,0.042333333333333334
28,0.76,1.7571,0.015333333333333332
28,0.95,1.7571,0.007333333333333333
28,0.0,1.8786,0.066
28,0.19,1.8786,0.07500000000000001
28,0.38,1.8786,0.085
28,0.57,1.8786,0.03666666666666667
28,0.76,1.8786,0.011333333333333334
28,0.95,1.8786,0.006000000000000001
28,0.0,2.0,0.04966666666666667
28,0.19,2.0,0.05466666666666667
28,0.38,2.0,0.06366666666666666
28,0.57,2.0,0.028999999999999998
28,0.76,2.0,0.009000000000000001
28,0.95,2.0,0.007333333333333333
29,0.0,0.0,0.703
29,0.19,0.0,0.665
29,0.38,0.0,0.596
29,0.57,0.0,0.455
29,0.76,0.0,0.217
29,0.95,0.0,0.02
29,0.0,0.3,0.7023333333333333
29,0.19,0.3,0.6566666666666667
29,0.38,0.3,0.5693333333333332
29,0.57,0.3,0.41133333333333333
29,0.76,0.3,0.19533333333333336
29,0.95,0.3,0.013999999999999999
29,0.0,0.4214,0.707
29,0.19,0.4214,0.6596666666666667
29,0.38,0.4214,0.564
29,0.57,0.4214,0.408
29,0.76,0.4214,0.19166666666666665
29,0.95,0.4214,0.013
29,0.0,0.5429,0.703
29,0.19,0.5429,0.6523333333333333
29,0.38,0.5429,0.5616666666666666
29,0.57,0.5429,0.40099999999999997
29,0.76,0.5429,0.18666666666666668
29,0.95,0.5429,0.014333333333333332
29,0.0,0.6643,0.7026666666666667
29,0.19,0.6643,0.6543333333333333
29,0.38,0.6643,0.555
29,0.57,0.6643,0.39399999999999996
29,0.76,0.6643,0.17800000000000002
29,0.95,0.6643,0.014666666666666666
29,0.0,0.7857,0.7040000000000001
29,0.19,0.7857,0.6463333333333333
29,0.38,0.7857,0.5559999999999999
29,0.57,0.7857,0.38933333333333336
29,0.76,0.7857,0.17466666666666666
29,0.95,0.7857,0.014333333333333332
29,0.0,0.9071,0.697
29,0.19,0.9071,0.651
29,0.38,0.9071,0.5493333333333333
29,0.57,0.9071,0.37833333333333335
29,0.76,0.9071,0.16833333333333333
29,0.95,0.9071,0.012333333333333333
29,0.0,1.0286,0.6960000000000001
29,0.19,1.0286,0.637
29,0.38,1.0286,0.54
29,0.57,1.0286,0.363
29,0.76,1.0286,0.158
29,0.95,1.0286,0.014666666666666666
29,0.0,1.15,0.698
29,0.19,1.15,0.6386666666666666
29,0.38,1.15,0.5323333333333334
29,0.57,1.15,0.35666666666666663
29,0.76,1.15,0.15666666666666665
29,0.95,1.15,0.013
29,0.0,1.2714,0.6893333333333334
29,0.19,1.2714,0.6243333333333333
29,0.38,1.2714,0.5263333333333334
29,0.57,1.2714,0.3453333333333333
29,0.76,1.2714,0.139
29,0.95,1.2714,0.011333333333333334
29,0.0,1.3929,0.6876666666666665
29,0.19,1.3929,0.622
29,0.38,1.3929,0.515
29,0.57,1.3929,0.33233333333333337
29,0.76,1.3929,0.137
29,0.95,1.3929,0.012333333333333335
29,0.0,1.5143,0.6913333333333332
29,0.19,1.5143,0.6153333333333334
29,0.38,1.5143,0.5053333333333333
29,0.57,1.5143,0.31666666666666665
29,0.76,1.5143,0.125
29,0.95,1.5143,0.012666666666666666
29,0.0,1.6357,0.686
29,0.19,1.6357,0.6146666666666667
29,0.38,1.6357,0.4923333333333333
29,0.57,1.6357,0.30666666666666664
29,0.76,1.6357,0.11699999999999999
29,0.95,1.6357,0.011666666666666665
29,0.0,1.7571,0.6826666666666666
29,0.19,1.7571,0.6006666666666667
29,0.38,1.7571,0.492
29,0.57,1.7571,0.289
29,0.76,1.7571,0.109
29,0.95,1.7571,0.012666666666666666
29,0.0,1.8786,0.665
29,0.19,1.8786,0.5976666666666667
29,0.38,1.8786,0.47933333333333333
29,0.57,1.8786,0.266
29,0.76,1.8786,0.10233333333333333
29,0.95,1.8786,0.010333333333333333
29,0.0,2.0,0.6603333333333334
29,0.19,2.0,0.582
29,0.38,2.0,0.4663333333333333
29,0.57,2.0,0.271
29,0.76,2.0,0.09233333333333334
29,0.95,2.0,0.01
30,0.0,0.0,0.703
30,0.19,0.0,0.656
30,0.38,0.0,0.612
30,0.57,0.0,0.476
30,0.76,0.0,0.255
30,0.95,0.0,0.035
30,0.0,0.3,0.644
30,0.19,0.3,0.5823333333333333
30,0.38,0.3,0.48166666666666663
30,0.57,0.3,0.3516666666666666
30,0.76,0.3,0.147
30,0.95,0.3,0.007
30,0.0,0.4214,0.632
30,0.19,0.4214,0.564
30,0.38,0.4214,0.4653333333333333
30,0.57,0.4214,0.335
30,0.76,0.4214,0.13333333333333333
30,0.95,0.4214,0.007333333333333333
30,0.0,0.5429,0.6113333333333334
30,0.19,0.5429,0.5426666666666667
30,0.38,0.5429,0.43366666666666664
30,0.57,0.5429,0.316
30,0.76,0.5429,0.12133333333333333
30,0.95,0.5429,0.008666666666666668
30,0.0,0.6643,0.5876666666666667
30,0.19,0.6643,0.49933333333333335
30,0.38,0.6643,0.39200000000000007
30,0.57,0.6643,0.27566666666666667
30,0.76,0.6643,0.09966666666666668
30,0.95,0.6643,0.008
30,0.0,0.7857,0.5473333333333333
30,0.19,0.7857,0.453
30,0.38,0.7857,0.34833333333333333
30,0.57,0.7857,0.24833333333333332
30,0.76,0.7857,0.079
30,0.95,0.7857,0.008333333333333333
30,0.0,0.9071,0.478
30,0.19,0.9071,0.39166666666666666
30,0.38,0.9071,0.3073333333333333
30,0.57,0.9071,0.21533333333333335
30,0.76,0.9071,0.06566666666666666
30,0.95,0.9071,0.008666666666666668
30,0.0,1.0286,0.41566666666666663
30,0.19,1.0286,0.328
30,0.38,1.0286,0.254
30,0.57,1.0286,0.17866666666666667
30,0.76,1.0286,0.04933333333333334
30,0.95,1.0286,0.007666666666666666
30,0.0,1.15,0.3443333333333333
30,0.19,1.15,0.26866666666666666
30,0.38,1.15,0.214
30,0.57,1.15,0.15333333333333332
30,0.76,1.15,0.043666666666666666
30,0.95,1.15,0.008
30,0.0,1.2714,0.259
30,0.19,1.2714,0.20633333333333334
30,0.38,1.2714,0.16633333333333333
30,0.57,1.2714,0.11866666666666666
30,0.76,1.2714,0.037
30,0.95,1.2714,0.009
30,0.0,1.3929,0.19299999999999998
30,0.19,1.3929,0.15733333333333333
30,0.38,1.3929,0.13133333333333333
30,0.57,1.3929,0.10166666666666668
30,0.76,1.3929,0.02866666666666667
30,0.95,1.3929,0.007
30,0.0,1.5143,0.1386666666666667
30,0.19,1.5143,0.10666666666666667
30,0.38,1.5143,0.10766666666666667
30,0.57,1.5143,0.07933333333333333
30,0.76,1.5143,0.02266666666666667
30,0.95,1.5143,0.006333333333333333
30,0.0,1.6357,0.10133333333333333
30,0.19,1.6357,0.07466666666666666
30,0.38,1.6357,0.08600000000000001
30,0.57,1.6357,0.06666666666666667
30,0.76,1.6357,0.018666666666666665
30,0.95,1.6357,0.006999999999999999
30,0.0,1.7571,0.065
30,0.19,1.7571,0.051
30,0.38,1.7571,0.06033333333333333
30,0.57,1.7571,0.056
30,0.76,1.7571,0.016
30,0.95,1.7571,0.006000000000000001
30,0.0,1.8786,0.04900000000000001
30,0.19,1.8786,0.03566666666666667
30,0.38,1.8786,0.03966666666666666
30,0.57,1.8786,0.04033333333333333
30,0.76,1.8786,0.014333333333333332
30,0.95,1.8786,0.006000000000000001
30,0.0,2.0,0.03
30,0.19,2.0,0.022333333333333334
30,0.38,2.0,0.03133333333333333
30,0.57,2.0,0.033
30,0.76,2.0,0.011999999999999999
30,0.95,2.0,0.005
31,0.0,0.0,0.703
31,0.19,0.0,0.656
31,0.38,0.0,0.612
31,0.57,0.0,0.476
31,0.76,0.0,0.255
31,0.95,0.0,0.035
31,0.0,0.3,0.7066666666666667
31,0.19,0.3,0.6606666666666667
31,0.38,0.3,0.616
31,0.57,0.3,0.484
31,0.76,0.3,0.26166666666666666
31,0.95,0.3,0.02666666666666667
31,0.0,0.4214,0.7033333333333333
31,0.19,0.4214,0.6590000000000001
31,0.38,0.4214,0.6146666666666666
31,0.57,0.4214,0.4796666666666667
31,0.76,0.4214,0.25733333333333336
31,0.95,0.4214,0.02366666666666667
31,0.0,0.5429,0.7036666666666666
31,0.19,0.5429,0.6566666666666667
31,0.38,0.5429,0.6113333333333334
31,0.57,0.5429,0.478
31,0.76,0.5429,0.25366666666666665
31,0.95,0.5429,0.027
31,0.0,0.6643,0.702
31,0.19,0.6643,0.6566666666666666
31,0.38,0.6643,0.6093333333333333
31,0.57,0.6643,0.48
31,0.76,0.6643,0.25433333333333336
31,0.95,0.6643,0.025000000000000005
31,0.0,0.7857,0.6986666666666667
31,0.19,0.7857,0.6523333333333334
31,0.38,0.7857,0.6086666666666667
31,0.57,0.7857,0.4709999999999999
31,0.76,0.7857,0.25166666666666665
31,0.95,0.7857,0.025333333333333336
31,0.0,0.9071,0.7046666666666667
31,0.19,0.9071,0.6486666666666666
31,0.38,0.9071,0.6036666666666667
31,0.57,0.9071,0.474
31,0.76,0.9071,0.248
31,0.95,0.9071,0.026000000000000006
31,0.0,1.0286,0.6966666666666667
31,0.19,1.0286,0.6483333333333334
31,0.38,1.0286,0.6016666666666667
31,0.57,1.0286,0.46799999999999997
31,0.76,1.0286,0.24533333333333332
31,0.95,1.0286,0.02766666666666667
31,0.0,1.15,0.6986666666666667
31,0.19,1.15,0.6513333333333334
31,0.38,1.15,0.6053333333333333
31,0.57,1.15,0.45933333333333337
31,0.76,1.15,0.24066666666666667
31,0.95,1.15,0.025333333333333336
31,0.0,1.2714,0.6936666666666667
31,0.19,1.2714,0.6436666666666667
31,0.38,1.2714,0.5966666666666667
31,0.57,1.2714,0.4633333333333334
31,0.76,1.2714,0.23399999999999999
31,0.95,1.2714,0.02733333333333333
31,0.0,1.3929,0.7023333333333333
31,0.19,1.3929,0.6386666666666666
31,0.38,1.3929,0.5923333333333334
31,0.57,1.3929,0.4566666666666667
31,0.76,1.3929,0.23266666666666666
31,0.95,1.3929,0.022333333333333334
31,0.0,1.5143,0.6999999999999998
31,0.19,1.5143,0.6446666666666667
31,0.38,1.5143,0.589
31,0.57,1.5143,0.44733333333333336
31,0.76,1.5143,0.22366666666666668
31,0.95,1.5143,0.021333333333333333
31,0.0,1.6357,0.7003333333333334
31,0.19,1.6357,0.639
31,0.38,1.6357,0.584
31,0.57,1.6357,0.442
31,0.76,1.6357,0.219
31,0.95,1.6357,0.021333333333333333
31,0.0,1.7571,0.6876666666666665
31,0.19,1.7571,0.6366666666666667
31,0.38,1.7571,0.582
31,0.57,1.7571,0.42733333333333334
31,0.76,1.7571,0.20166666666666666
31,0.95,1.7571,0.017333333333333336
31,0.0,1.8786,0.6843333333333333
31,0.19,1.8786,0.6293333333333334
31,0.38,1.8786,0.5683333333333332
31,0.57,1.8786,0.42333333333333334
31,0.76,1.8786,0.19733333333333336
31,0.95,1.8786,0.013999999999999999
31,0.0,2.0,0.6826666666666666
31,0.19,2.0,0.6256666666666666
31,0.38,2.0,0.5673333333333334
